activity_id,transaction_type_code,currency,total_amount,first_date,last_date
44000-P110371,2,USD,88821782,2009-12-31,2018-11-30
44000-P110371,3,USD,88821779,2010-05-31,2018-10-31
44000-P110371,5,USD,-19462629,2010-05-31,2025-07-31
44000-P110371,6,USD,-35264576,2015-01-31,2025-07-31
CA-3-P010529002,2,CAD,3000000.00,2024-03-28,2024-03-28
44000-P150572,2,USD,170000000,2016-05-31,2018-06-30
44000-P150572,3,USD,134338427,2016-11-30,2025-08-31
44000-P150572,5,USD,-2392916,2017-04-30,2025-04-30
44000-P150572,6,USD,-8598462,2022-10-31,2025-04-30
44000-P170267,2,USD,122800000,2019-12-31,2021-03-31
44000-P170267,3,USD,93487897,2020-02-29,2025-07-31
44000-P170267,5,USD,-7597402,2020-02-29,2025-03-31
44000-P170267,6,USD,-3838944,2024-03-31,2025-03-31
44000-P146515,2,USD,75000000,2014-12-31,2014-12-31
44000-P146515,3,USD,32145234,2015-12-31,2025-08-31
44000-P146515,5,USD,-575746,2016-05-31,2025-05-31
44000-P146515,6,USD,-9593361,2021-06-30,2025-05-31
XM-DAC-41122-Afghanistan-0060/A0/07/882/007,4,USD,19120163,2018-12-31,2025-08-31
XM-DAC-41122-Afghanistan-0060/A0/07/882/007,11,USD,19634304,2018-12-31,2025-08-31
XM-DAC-41122-Afghanistan-0060/A0/07/882/007,1,USD,19634304,2018-12-31,2025-08-31
XM-DAC-41122-Benin-1170/A0/06/001/005,4,USD,8072988,2019-12-31,2025-07-31
XM-DAC-41122-Benin-1170/A0/06/001/005,3,USD,1200671.63,2022-12-31,2024-12-31
XM-DAC-41122-Benin-1170/A0/06/001/005,11,USD,7827482,2019-12-31,2025-08-31
XM-DAC-41122-Benin-1170/A0/06/001/005,1,USD,7827482,2019-12-31,2025-08-31
XM-DAC-41122-Nigeria-3210/A0/06/002/001,4,USD,13502823,2018-12-31,2024-12-31
XM-DAC-41122-Nigeria-3210/A0/06/002/001,3,USD,68479.03,2022-12-31,2022-12-31
XM-DAC-41122-Nigeria-3210/A0/06/002/001,11,USD,12804874,2018-12-31,2025-08-31
XM-DAC-41122-Nigeria-3210/A0/06/002/001,1,USD,12804874,2018-12-31,2025-08-31
XM-DAC-41122-Haiti-1830/A0/08/503/001,4,USD,6487727,2017-12-31,2024-12-31
XM-DAC-41122-Haiti-1830/A0/08/503/001,3,USD,218452.18,2022-12-31,2023-12-31
XM-DAC-41122-Haiti-1830/A0/08/503/001,11,USD,6154164,2017-12-31,2025-08-31
XM-DAC-41122-Haiti-1830/A0/08/503/001,1,USD,6154164,2017-12-31,2024-12-31
CA-3-A034782007,2,CAD,6427020.55,2010-06-22,2010-06-22
CA-3-A034782007,3,CAD,3636741.31,2011-05-12,2020-03-31
XM-DAC-41122-Zimbabwe-6260/A0/07/104/004,4,USD,2875301,2022-12-31,2025-08-31
XM-DAC-41122-Zimbabwe-6260/A0/07/104/004,3,USD,1488693.33,2022-12-31,2025-08-31
XM-DAC-41122-Zimbabwe-6260/A0/07/104/004,11,USD,3103889,2022-12-31,2025-08-31
XM-DAC-41122-Zimbabwe-6260/A0/07/104/004,1,USD,3103889,2022-12-31,2025-08-31
44000-P160866,2,USD,65000000,2016-11-30,2016-11-30
44000-P160866,3,USD,62329830,2016-12-31,2016-12-31
CA-3-S064703001,2,CAD,459167.16,2009-08-13,2009-08-13
CA-3-S064703001,3,CAD,459167.16,2009-08-24,2012-03-15
44000-P127743,2,USD,149966402,2012-10-31,2018-12-31
44000-P127743,3,USD,145290451,2013-09-30,2024-11-30
44000-P127743,5,USD,-30637083,2014-02-28,2025-08-31
44000-P127743,6,USD,-31514634,2018-02-28,2025-08-31
44000-P127955,2,USD,130000000,2013-02-28,2013-02-28
44000-P127955,3,USD,129837350,2013-05-31,2013-05-31
44000-P127955,5,USD,-15086089,2013-05-31,2025-07-31
44000-P127955,6,USD,-29729019,2020-01-31,2025-07-31
US-EIN-522112460-8510,1,GBP,43423799.00,2019-06-07,2021-05-26
US-EIN-522112460-8510,3,GBP,8166715.21,2019-07-03,2021-04-30
US-EIN-522112460-8510,4,GBP,28610857,2019-07-31,2021-06-30
CA-3-A035207002,2,CAD,9783575.24,2011-03-21,2011-03-21
CA-3-A035207002,3,CAD,9490716.64,2012-06-06,2016-06-28
CA-3-P001036002,2,CAD,1899351.64,2020-08-07,2020-08-07
CA-3-P001036002,3,CAD,1899351.64,2020-08-10,2023-03-09
CA-3-A035207001,2,CAD,5000000.01,2011-03-21,2011-03-21
CA-3-A035207001,3,CAD,5000000.00,2011-03-23,2013-03-07
44000-P122810,2,USD,525373015,2011-07-31,2015-01-31
44000-P122810,3,USD,525373016,2011-10-31,2014-12-31
44000-P122810,5,USD,-165260961,2011-10-31,2025-07-31
44000-P122810,6,USD,-142376088,2020-07-31,2025-07-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/005,4,USD,18794580,2023-12-31,2025-08-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/005,3,USD,9222536.56,2023-12-31,2025-08-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/005,11,USD,25921625,2023-12-31,2025-08-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/005,1,USD,25921625,2023-12-31,2025-08-31
"XM-DAC-41122-Palestine, State of-7050/PC/09/002/001",4,USD,12477686,2023-12-31,2025-08-31
"XM-DAC-41122-Palestine, State of-7050/PC/09/002/001",3,USD,978200.78,2025-08-31,2025-08-31
"XM-DAC-41122-Palestine, State of-7050/PC/09/002/001",11,USD,72343435,2023-12-31,2025-08-31
"XM-DAC-41122-Palestine, State of-7050/PC/09/002/001",1,USD,72343435,2023-12-31,2025-08-31
44000-P085708,2,USD,18663628,2004-09-30,2013-08-31
44000-P085708,3,USD,20154422,2005-08-31,2013-06-30
44000-P085708,5,USD,-2315665,2006-01-31,2025-07-31
44000-P085708,6,USD,-4388985,2015-01-31,2025-07-31
44000-P108143,2,USD,50278180,2009-05-31,2019-08-31
44000-P108143,3,USD,48166724,2009-11-30,2019-07-31
44000-P108143,5,USD,-1416585,2015-07-31,2025-07-31
44000-P108143,6,USD,-2133282,2019-07-31,2025-07-31
XM-DAC-41122-Haiti-1830/A0/08/503/003,4,USD,7147278,2017-12-31,2024-12-31
XM-DAC-41122-Haiti-1830/A0/08/503/003,3,USD,446864.88,2022-12-31,2023-12-31
XM-DAC-41122-Haiti-1830/A0/08/503/003,11,USD,6687977,2017-12-31,2025-08-31
XM-DAC-41122-Haiti-1830/A0/08/503/003,1,USD,6687977,2017-12-31,2024-12-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/06/883/002,4,USD,4617960,2017-12-31,2025-01-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/06/883/002,11,USD,4361868,2017-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/06/883/002,1,USD,4361868,2017-12-31,2024-12-31
XM-DAC-41122-China-0860/A0/05/501/004,4,USD,3800989,2016-12-31,2024-12-31
XM-DAC-41122-China-0860/A0/05/501/004,11,USD,3578945,2016-12-31,2025-08-31
XM-DAC-41122-China-0860/A0/05/501/004,1,USD,3578945,2016-12-31,2022-12-31
44000-P073689,2,USD,78772052,2002-11-30,2013-06-30
44000-P073689,3,USD,89926495,2003-05-31,2013-04-30
44000-P073689,5,USD,-10884191,2003-11-30,2025-05-31
44000-P073689,6,USD,-25606476,2012-11-30,2025-05-31
CA-3-P008037001,2,CAD,200000000.00,2020-11-30,2020-11-30
CA-3-P008037001,3,CAD,196225517.00,2020-12-23,2025-10-01
CA-3-P008037003,2,CAD,3000000.00,2020-11-30,2020-11-30
CA-3-P007528001,2,CAD,600000.00,2022-12-14,2022-12-14
CA-3-P007528001,3,CAD,600000.00,2023-03-08,2023-03-08
CA-3-A035048001,2,CAD,1313200.94,2010-04-01,2010-04-01
CA-3-A035048001,3,CAD,214806.17,2014-07-08,2017-03-22
CA-3-D002451001,2,CAD,19138823.00,2016-01-20,2016-01-20
CA-3-D002451001,3,CAD,19132698.00,2016-03-02,2021-12-23
CA-3-A034872001,2,CAD,4457351.37,2010-03-09,2010-03-09
CA-3-S065090001,2,CAD,18458189.01,2010-08-02,2010-08-02
CA-3-S065090001,3,CAD,18458189.00,2010-09-16,2016-01-29
CA-3-M013737001,2,CAD,50000000.00,2012-03-28,2012-03-28
CA-3-M013737001,3,CAD,50000000.00,2013-03-28,2013-03-28
CA-3-M013737002,2,CAD,45000000.00,2013-03-28,2013-03-28
CA-3-M013737002,3,CAD,45000000.00,2013-05-14,2013-05-14
CA-3-A030661001,2,CAD,11381936.96,2008-09-16,2008-09-16
CA-3-A030661001,3,CAD,11381936.95,2009-02-19,2016-03-22
CA-3-A031543001,2,CAD,3944646.17,2002-04-02,2002-04-02
CA-3-A031543001,3,CAD,2546.66,2005-09-12,2006-03-28
CA-3-S064998001,2,CAD,257280.37,2010-03-10,2010-03-10
CA-3-S064998001,3,CAD,257280.37,2010-12-21,2013-11-07
CA-3-Z020751001,2,CAD,6892599.15,2006-11-28,2006-11-28
CA-3-Z020751001,3,CAD,6345756.40,2007-01-09,2015-11-05
CA-3-S064681001,2,CAD,4053750.00,2010-01-21,2010-01-21
CA-3-S064681001,3,CAD,4053750.00,2010-02-02,2015-07-02
CA-3-M013162002,2,CAD,63630000.00,2009-12-14,2009-12-14
CA-3-M013162002,3,CAD,63630000.00,2010-08-31,2011-03-30
CA-3-M013162003,2,CAD,13370000.00,2009-12-14,2009-12-14
CA-3-M013162003,3,CAD,13370000.00,2011-04-19,2011-04-19
XM-DAC-41122-Democratic Republic of Congo-0990/A0/06/001/006,4,USD,132401090,2013-12-31,2025-01-31
XM-DAC-41122-Democratic Republic of Congo-0990/A0/06/001/006,11,USD,124837132,2013-12-31,2025-08-31
XM-DAC-41122-Democratic Republic of Congo-0990/A0/06/001/006,1,USD,124837132,2013-12-31,2021-12-31
44000-P133456,2,USD,95181544,2015-03-31,2023-02-28
44000-P133456,3,USD,95181546,2015-08-31,2023-02-28
44000-P133456,5,USD,-19079508,2015-08-31,2025-03-31
44000-P133456,6,USD,-15777001,2020-09-30,2025-03-31
44000-P128284,2,USD,55000000,2012-12-31,2012-12-31
44000-P128284,3,USD,55184984,2012-12-31,2012-12-31
44000-P128284,5,USD,-4721809,2013-08-31,2025-08-31
44000-P128284,6,USD,-2875687,2023-02-28,2025-08-31
44000-P123133,2,USD,100000000,2012-05-31,2012-05-31
44000-P123133,3,USD,100000004,2012-10-31,2019-12-31
44000-P123133,5,USD,-20173185,2012-10-31,2025-06-30
44000-P123133,6,USD,-39203875,2017-06-30,2025-06-30
CA-3-S065649001,2,CAD,3581374.99,2012-11-23,2012-11-23
CA-3-S065649001,3,CAD,3573996.33,2013-01-16,2018-03-15
CA-3-S064524PRG,2,CAD,52752295.01,2009-07-01,2009-07-01
CA-3-S064524PRG,3,CAD,52390790.54,2009-07-07,2016-03-15
CA-3-S061266PRG,2,CAD,60000000.00,2001-05-01,2001-05-01
CA-3-S061266PRG,3,CAD,59979005.00,2001-06-18,2014-01-28
44000-P167359,2,USD,71317390,2019-05-31,2025-05-31
44000-P167359,3,USD,64209654,2020-06-30,2025-06-30
44000-P167359,5,USD,-1094499,2020-12-31,2025-06-30
44000-P167359,6,USD,-1577000,2025-06-30,2025-06-30
44000-P049395,2,USD,133894964,2002-09-30,2014-11-30
44000-P049395,3,USD,164789727,2003-07-31,2014-11-30
44000-P049395,5,USD,-18040759,2003-12-31,2025-08-31
44000-P049395,6,USD,-40408136,2012-12-31,2025-08-31
44000-P164079,2,USD,1150000000,2017-12-31,2017-12-31
44000-P164079,3,USD,1150000000,2018-03-31,2018-03-31
44000-P164079,5,USD,-303313620,2018-03-31,2025-03-31
44000-P164079,6,USD,-96025000,2023-03-31,2025-03-31
44000-P120026,2,USD,120690814,2010-06-30,2020-12-31
44000-P120026,3,USD,120527501,2011-05-31,2020-11-30
44000-P120026,5,USD,-10934104,2011-08-31,2025-08-31
44000-P120026,6,USD,-13613728,2020-08-31,2025-08-31
XM-DAC-41122-Namibia-6980/A0/06/881/004,4,USD,1938583,2019-12-31,2025-08-31
XM-DAC-41122-Namibia-6980/A0/06/881/004,3,USD,282590.63,2022-12-31,2023-12-31
XM-DAC-41122-Namibia-6980/A0/06/881/004,11,USD,1838229,2019-12-31,2025-08-31
XM-DAC-41122-Namibia-6980/A0/06/881/004,1,USD,1838229,2019-12-31,2025-08-31
CA-3-D000385001,2,CAD,18500000.00,2015-08-11,2015-08-11
CA-3-D000385001,3,CAD,18500000.00,2015-08-13,2019-06-18
44000-P129282,2,USD,100000000,2015-06-30,2015-06-30
44000-P129282,3,USD,95597655,2015-11-30,2015-12-31
44000-P129282,5,USD,-6914888,2016-04-30,2025-06-30
44000-P129282,6,USD,-12110305,2021-10-31,2025-06-30
44000-P100406,2,USD,110228686,2009-03-31,2018-12-31
44000-P100406,3,USD,106890809,2008-02-29,2018-11-30
44000-P100406,5,USD,-7954622,2010-01-31,2025-07-31
44000-P100406,6,USD,-12390629,2019-04-30,2025-07-31
CA-3-P009944001,2,CAD,40000000.00,2021-12-22,2021-12-22
CA-3-P009944001,3,CAD,40000000.00,2021-12-23,2021-12-23
44000-P146830,2,USD,200000000,2015-04-30,2015-04-30
44000-P146830,3,USD,176374678,2016-08-31,2025-07-31
44000-P146830,5,USD,-5075783,2017-03-31,2025-06-30
44000-P146830,6,USD,-25870331,2021-06-30,2025-06-30
44000-P157836,2,USD,42999079,2018-03-31,2025-05-31
44000-P157836,3,USD,42999079,2018-06-30,2024-10-31
44000-P157836,5,USD,-6217766,2018-06-30,2025-05-31
44000-P157836,6,USD,-9657239,2023-05-31,2025-05-31
XM-DAC-41122-Myanmar-0600/A0/05/202/003,4,USD,3954663,2018-12-31,2025-08-31
XM-DAC-41122-Myanmar-0600/A0/05/202/003,11,USD,4597945,2018-12-31,2025-08-31
XM-DAC-41122-Myanmar-0600/A0/05/202/003,1,USD,4597945,2018-12-31,2025-08-31
44000-P071391,2,USD,312662008,2005-07-31,2022-09-30
44000-P071391,3,USD,306485170,2005-11-30,2022-06-30
44000-P071391,5,USD,-26908003,2006-05-31,2025-05-31
44000-P071391,6,USD,-42190544,2015-11-30,2025-05-31
44000-P123146,2,USD,193534541,2012-09-30,2021-10-31
44000-P123146,3,USD,193534542,2014-02-28,2021-08-31
44000-P123146,5,USD,-47636731,2013-09-30,2025-04-30
44000-P123146,6,USD,-59992686,2017-10-31,2025-04-30
CA-3-M013355001,2,CAD,13000000.00,2010-03-07,2010-03-07
CA-3-M013355001,3,CAD,13000000.00,2011-03-08,2011-03-08
CA-3-M013574001,2,CAD,13000000.00,2012-03-16,2012-03-16
CA-3-M013574001,3,CAD,13000000.00,2012-03-19,2012-03-19
44000-P151275,2,USD,99999656,2015-04-30,2016-02-29
44000-P151275,3,USD,99019092,2015-07-31,2015-12-31
44000-P151275,5,USD,-3463485,2015-11-30,2025-05-31
44000-P151275,6,USD,-6729328,2021-05-31,2025-05-31
XM-DAC-41122-Republic of Cameroon-0690/A0/05/884/001,4,USD,11095234,2018-12-31,2025-01-31
XM-DAC-41122-Republic of Cameroon-0690/A0/05/884/001,11,USD,10494891,2018-12-31,2025-08-31
XM-DAC-41122-Republic of Cameroon-0690/A0/05/884/001,1,USD,10494891,2018-12-31,2024-12-31
44000-P097974,2,USD,49974131,2008-05-31,2013-12-31
44000-P097974,3,USD,46678601,2008-11-30,2013-11-30
44000-P122770,2,USD,274819304,2013-08-31,2021-11-30
44000-P122770,3,USD,251484422,2014-01-31,2021-10-31
44000-P122770,5,USD,-28992612,2014-08-31,2025-08-31
44000-P122770,6,USD,-101395615,2019-02-28,2025-08-31
44000-P133116,2,USD,150000000,2014-09-30,2014-09-30
44000-P133116,3,USD,150000000,2015-03-31,2021-05-31
44000-P133116,5,USD,-30007400,2015-03-31,2025-03-31
44000-P133116,6,USD,-31719268,2020-03-31,2025-03-31
44000-P120161,2,USD,110000000,2011-06-30,2017-11-30
44000-P120161,3,USD,110000000,2012-12-31,2019-03-31
44000-P120161,5,USD,-24430165,2012-12-31,2025-05-31
44000-P120161,6,USD,-35269318,2018-11-30,2025-05-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,4,USD,7953105,2021-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,3,USD,594160.15,2022-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,11,USD,9617012,2021-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,1,USD,9617012,2021-12-31,2025-08-31
44000-P154987,2,USD,425000000,2017-12-31,2017-12-31
44000-P154987,3,USD,186965032,2018-12-31,2025-08-31
44000-P154987,5,USD,-24692546,2018-12-31,2025-06-30
44000-P154987,6,USD,-6411053,2024-06-30,2025-06-30
44000-P091299,2,USD,29268130,2006-03-31,2015-05-31
44000-P091299,3,USD,29268130,2006-06-30,2015-04-30
44000-P091299,5,USD,-2895319,2006-06-30,2023-08-31
44000-P091299,6,USD,-29268127,2011-08-31,2023-02-28
44000-P165872,2,USD,30000000,2019-05-31,2023-12-31
44000-P165872,3,USD,7557017,2020-05-31,2025-08-31
44000-P165872,5,USD,-174396,2020-11-30,2025-05-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,4,USD,7953105,2021-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,3,USD,594160.15,2022-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,11,USD,9617012,2021-12-31,2025-08-31
XM-DAC-41122-Cote D'Ivoire-2250/A0/07/888/002,1,USD,9617012,2021-12-31,2025-08-31
44000-P075941,2,USD,339900000,2013-08-31,2013-08-31
44000-P075941,3,USD,311130193,2008-03-31,2025-06-30
44000-P075941,5,USD,-5780838,2014-11-30,2025-08-31
44000-P075941,6,USD,-6015577,2023-11-30,2025-08-31
44000-P133116,2,USD,150000000,2014-09-30,2014-09-30
44000-P133116,3,USD,150000000,2015-03-31,2021-05-31
44000-P133116,5,USD,-30007400,2015-03-31,2025-03-31
44000-P133116,6,USD,-31719268,2020-03-31,2025-03-31
44000-P120161,2,USD,110000000,2011-06-30,2017-11-30
44000-P120161,3,USD,110000000,2012-12-31,2019-03-31
44000-P120161,5,USD,-24430165,2012-12-31,2025-05-31
44000-P120161,6,USD,-35269318,2018-11-30,2025-05-31
CA-3-D000032001,2,CAD,16201540.04,2017-05-15,2017-05-15
XM-DAC-41122-United Rep. of Tanzania-4550/A0/06/004/002,4,USD,7045269,2022-12-31,2025-08-31
XM-DAC-41122-United Rep. of Tanzania-4550/A0/06/004/002,3,USD,4093118.32,2022-12-31,2025-08-31
XM-DAC-41122-United Rep. of Tanzania-4550/A0/06/004/002,11,USD,8046529,2022-12-31,2025-08-31
XM-DAC-41122-United Rep. of Tanzania-4550/A0/06/004/002,1,USD,8046529,2022-12-31,2025-08-31
XM-DAC-41122-India-2040/A0/07/500/503,4,USD,4523436,2023-12-31,2025-08-31
XM-DAC-41122-India-2040/A0/07/500/503,3,USD,863984.58,2023-12-31,2025-08-31
XM-DAC-41122-India-2040/A0/07/500/503,11,USD,5773127,2023-12-31,2025-08-31
XM-DAC-41122-India-2040/A0/07/500/503,1,USD,5773127,2023-12-31,2025-08-31
44000-P071391,2,USD,312662008,2005-07-31,2022-09-30
44000-P071391,3,USD,306485170,2005-11-30,2022-06-30
44000-P071391,5,USD,-26908003,2006-05-31,2025-05-31
44000-P071391,6,USD,-42190544,2015-11-30,2025-05-31
XM-DAC-41122-Zimbabwe-6260/A0/06/103/002,4,USD,7664786,2016-12-31,2023-12-31
XM-DAC-41122-Zimbabwe-6260/A0/06/103/002,11,USD,7178722,2016-12-31,2025-08-31
XM-DAC-41122-Zimbabwe-6260/A0/06/103/002,1,USD,7178722,2016-12-31,2023-12-31
44000-P095485,2,USD,194679985,2009-10-31,2017-01-31
44000-P095485,3,USD,194679985,2010-11-30,2019-08-31
44000-P095485,5,USD,-51559737,2010-11-30,2025-03-31
44000-P095485,6,USD,-60566308,2015-03-31,2025-03-31
44000-P106596,2,USD,75000000,2009-10-31,2009-10-31
44000-P106596,3,USD,71644913,2011-06-30,2015-11-30
44000-P106596,5,USD,-5353635,2011-10-31,2025-04-30
44000-P106596,6,USD,-7221805,2020-05-31,2025-04-30
44000-P100580,2,USD,380351123,2009-04-30,2015-06-30
44000-P100580,3,USD,380890544,2008-02-29,2015-04-30
44000-P100580,5,USD,-75947467,2009-09-30,2025-05-31
44000-P100580,6,USD,-174273319,2014-05-31,2025-05-31
44000-P070519,2,USD,92933600,2005-12-31,2013-10-31
44000-P070519,3,USD,92933603,2007-02-28,2013-10-31
44000-P070519,5,USD,-14052912,2007-02-28,2025-08-31
44000-P070519,6,USD,-88829266,2011-08-31,2025-08-31
44000-P094488,2,USD,667178598,2006-01-31,2015-12-31
44000-P094488,3,USD,668853179,2006-08-31,2018-12-31
44000-P094488,5,USD,-104321704,2006-08-31,2025-06-30
44000-P094488,6,USD,-590214795,2012-06-30,2025-06-30
44000-P161122,2,USD,60598000,2017-12-31,2017-12-31
44000-P161122,3,USD,57261248,2018-08-31,2024-12-31
44000-P161122,5,USD,-6950449,2018-08-31,2025-05-31
44000-P161122,6,USD,-1149171,2025-05-31,2025-05-31
44000-P083952,2,USD,96579559,2006-06-30,2015-03-31
44000-P083952,3,USD,101028432,2007-05-31,2015-03-31
44000-P083952,5,USD,-7504664,2007-09-30,2025-03-31
44000-P083952,6,USD,-10861225,2016-09-30,2025-03-31
44000-P087004,2,USD,29517532,2005-05-31,2013-11-30
44000-P087004,3,USD,29091588,2005-08-31,2013-11-30
44000-P087004,5,USD,-3221217,2005-11-30,2025-05-31
44000-P087004,6,USD,-4229387,2015-11-30,2025-05-31
44000-P154464,2,USD,26972096,2016-01-31,2023-06-30
44000-P154464,3,USD,27273279,2016-07-31,2023-06-30
44000-P154464,5,USD,-2591928,2016-07-31,2025-03-31
44000-P154464,6,USD,-8107731,2021-03-31,2025-03-31
44000-P097974,2,USD,49974131,2008-05-31,2013-12-31
44000-P097974,3,USD,46678601,2008-11-30,2013-11-30
XM-DAC-41122-Democratic Republic of Congo-0990/A0/07/003/003,4,USD,71977018,2020-12-31,2025-08-31
XM-DAC-41122-Democratic Republic of Congo-0990/A0/07/003/003,3,USD,27285908.97,2022-12-31,2024-12-31
XM-DAC-41122-Democratic Republic of Congo-0990/A0/07/003/003,11,USD,68102606,2020-12-31,2025-08-31
XM-DAC-41122-Democratic Republic of Congo-0990/A0/07/003/003,1,USD,68102606,2020-12-31,2025-08-31
44000-P163777,2,USD,50000000,2018-04-30,2018-04-30
44000-P163777,3,USD,47849632,2018-08-31,2024-05-31
44000-P122770,2,USD,274819304,2013-08-31,2021-11-30
44000-P122770,3,USD,251484422,2014-01-31,2021-10-31
44000-P122770,5,USD,-28992612,2014-08-31,2025-08-31
44000-P122770,6,USD,-101395615,2019-02-28,2025-08-31
44000-P165017,2,USD,150000000,2020-10-31,2020-10-31
44000-P165017,3,USD,92573606,2021-08-31,2025-07-31
44000-P165017,5,USD,-562873,2021-12-31,2025-06-30
XM-DAC-41122-Sao Tome & Principe-6830/A0/06/001/004,4,USD,281391,2023-12-31,2025-08-31
XM-DAC-41122-Sao Tome & Principe-6830/A0/06/001/004,11,USD,328887,2023-12-31,2025-08-31
XM-DAC-41122-Sao Tome & Principe-6830/A0/06/001/004,1,USD,328887,2023-12-31,2025-08-31
44000-P161796,2,USD,60000000,2018-07-31,2018-07-31
44000-P161796,3,USD,59166510,2018-09-30,2018-09-30
44000-P161796,5,USD,-2837289,2019-05-31,2025-05-31
44000-P161796,6,USD,-1759118,2024-11-30,2025-05-31
XI-BRIDGE-6385676864-5397,3,USD,4153064,2018-06-30,2024-09-13
XI-BRIDGE-6385676864-5397,2,USD,4605680,2016-09-19,2016-09-19
44000-P108768,2,USD,9217304,2008-06-30,2016-05-31
44000-P108768,3,USD,8691038,2009-07-31,2015-09-30
44000-P108768,5,USD,-402362,2010-09-30,2025-03-31
44000-P108768,6,USD,-598166,2018-09-30,2025-03-31
44000-P152021,2,USD,500000000,2015-11-30,2015-11-30
44000-P152021,3,USD,489390304,2015-12-31,2015-12-31
44000-P152021,5,USD,-88262197,2016-04-30,2025-04-30
44000-P152021,6,USD,-71410253,2021-04-30,2025-04-30
44000-P156651,2,USD,40000000,2017-06-30,2017-11-30
44000-P156651,3,USD,41127504,2017-07-31,2017-12-31
44000-P156651,5,USD,-1305071,2018-01-31,2025-07-31
44000-P156651,6,USD,-1682885,2023-07-31,2025-07-31
44000-P127754,2,USD,72000000,2013-11-30,2013-11-30
44000-P127754,3,USD,72000000,2013-12-31,2013-12-31
44000-P127754,5,USD,-24210395,2013-12-31,2025-05-31
44000-P127754,6,USD,-13600200,2018-11-30,2025-05-31
XM-DAC-41122-Colombia-0930/A0/08/884/004,4,USD,28383,2025-05-31,2025-06-30
XM-DAC-41122-Colombia-0930/A0/08/884/004,3,USD,238095,2025-08-31,2025-08-31
XM-DAC-41122-Colombia-0930/A0/08/884/004,11,USD,881760,2025-08-31,2025-08-31
XM-DAC-41122-Colombia-0930/A0/08/884/004,1,USD,881760,2025-08-31,2025-08-31
XM-DAC-41122-Liberia-2550/A0/09/885/004,4,USD,564573,2020-12-31,2025-05-31
XM-DAC-41122-Liberia-2550/A0/09/885/004,11,USD,537668,2020-12-31,2025-08-31
XM-DAC-41122-Liberia-2550/A0/09/885/004,1,USD,537668,2020-12-31,2025-08-31
44000-P096931,2,USD,9220276,2008-07-31,2020-02-29
44000-P096931,3,USD,9245612,2009-02-28,2019-12-31
44000-P096931,5,USD,-99073,2017-12-31,2025-06-30
44000-P132101,2,USD,100141217,2012-11-30,2020-02-29
44000-P132101,3,USD,93739529,2013-05-31,2019-06-30
44000-P132101,5,USD,-6598714,2013-11-30,2025-05-31
44000-P132101,6,USD,-4320035,2023-05-31,2025-05-31
XI-BRIDGE-6385676864-5277,3,USD,2709198,2021-09-13,2023-09-11
XI-BRIDGE-6385676864-5277,2,USD,6192512,2015-02-26,2015-02-26
XI-BRIDGE-6385676864-9558,3,USD,4017553,2021-09-14,2023-09-15
XI-BRIDGE-6385676864-9558,2,USD,2381620,2019-04-05,2019-04-05
XM-DAC-41122-Jordan-2340/A0/05/885/005,4,USD,11807929,2020-12-31,2025-01-31
XM-DAC-41122-Jordan-2340/A0/05/885/005,3,USD,302422.32,2022-12-31,2022-12-31
XM-DAC-41122-Jordan-2340/A0/05/885/005,11,USD,11018567,2020-12-31,2025-08-31
XM-DAC-41122-Jordan-2340/A0/05/885/005,1,USD,11018567,2020-12-31,2022-12-31
XM-DAC-41122-Madagascar-2670/A0/06/200/102,4,USD,3288475,2015-12-31,2025-01-31
XM-DAC-41122-Madagascar-2670/A0/06/200/102,11,USD,3076392,2015-12-31,2025-08-31
XM-DAC-41122-Madagascar-2670/A0/06/200/102,1,USD,3076392,2015-12-31,2024-12-31
XM-DAC-41122-Madagascar-2670/A0/06/200/105,4,USD,18308005,2015-12-31,2025-01-31
XM-DAC-41122-Madagascar-2670/A0/06/200/105,11,USD,17240614,2015-12-31,2025-08-31
XM-DAC-41122-Madagascar-2670/A0/06/200/105,1,USD,17240614,2015-12-31,2024-12-31
44000-P169828,2,USD,200000000,2020-03-31,2020-03-31
44000-P169828,3,USD,196733483,2020-04-30,2020-09-30
44000-P169828,5,USD,-13031217,2020-04-30,2025-03-31
44000-P088032,2,USD,249761347,2004-12-31,2015-11-30
44000-P088032,3,USD,249761347,2005-06-30,2015-10-31
44000-P088032,5,USD,-42270260,2005-06-30,2025-08-31
44000-P088032,6,USD,-217321893,2010-04-30,2025-08-31
